machine; formula_tape; num_steps_until_formula_tape; num_macro_steps_until_special_case
1RB---_0RC0LE_1LC1RD_1RA1LE_0RC0LD; .01110111(0111)B>.; 227; 70
1RB---_0RC0LE_1LC1RD_1RA1LE_0RE0LD; .1101110111(0111)B>.; 299; 82
1RB---_0RC0LE_1LC1RD_1RD0RB_1LB0LA; .<B1010101(0101).; 130; 42
1RB---_0RC0LE_1LC1RD_1LE0RB_1LB0LA; .<B1010101(0101).; 106; 34
1RB---_0RC0LE_1LD0RA_1RB0LB_1RC1RE; .(110110)A>.; 88; 31
1RB---_0RC0LE_1LD0RB_1LB1LA_1RA1LD; .<B11011011011011011(011).; 231; 53
1RB---_0RC0LE_1LD1RC_0LB0RD_1RA0LA; .<A000111(111).; 108; 38
1RB---_0RC0LE_1LD1RD_1LB0RE_1RA0LD; .01101(101101101)01A>.; 388; 137
1RB---_0RC0LE_1LD1RD_1LB1RA_0RE0LC; .01110111011(1011)A>.; 199; 51
1RB---_0RC0LE_1LD1RE_1LB1RA_0RD0LD; .<B10011(10011).; 230; 78
1RB---_0RC0LE_1LD1RE_1LB1RA_1RA0LD; .011011011(011011011011)1011A>.; 638; 236
1RB---_0RC0LE_1LD1LC_0LB0RE_1RA0RD; .1000(000000)1A>.; 194; 70
1RB---_0RC1RA_0RD1RB_1LD1RE_1RA0LE; .11011(011011)A>.; 162; 56
1RB---_0RC1RA_1RD0LE_1LE0LB_1LC1LB; .<B1010010010(010010)1.; 291; 102
1RB---_0RC1RA_1LC0RD_1RB0LE_1LD0LC; .1111(1)(10011)A>.; 111; 42
1RB---_0RC1RA_1LD0RC_0LE---_1RA0LC; .1111111(1111)A>.; 92; 33
1RB---_0RC1RA_1LD0RC_0LE1LC_0RA0LC; .0111011(11111111)A>.; 194; 68
1RB---_0RC1RA_1LD0LE_0LE0LC_0RA1LD; .011111(0101)B>.; 72; 26
1RB---_0RC1RA_1LD0LE_0LE0LD_0RA1LD; .011111(0101)B>.; 84; 32
1RB---_0RC1RA_1LD0LE_0LE1LC_0RA0LC; .011101(1101)B>.; 73; 26
1RB---_0RC1RA_1LD0LE_1RD1LC_0RA0LC; .011101(1101)B>.; 85; 30
1RB---_0RC1RA_1LD1RB_0LE0LE_0RA0LC; .011101(1101)B>.; 73; 26
1RB---_0RC1RA_1LD1RB_0LE1RB_1RC0LD; .1(1101)B>.; 41; 14
1RB---_0RC1RA_1LD1RC_0LE0LE_1RA0LC; .1111111(1111)A>.; 92; 33
1RB---_0RC1RA_1LD1RC_1RE0LE_1RA0LC; .1111111(1111)A>.; 108; 37
1RB---_0RC1RA_1LD1RD_0LE0LB_1RA0LD; .<B000111001(11001).; 333; 120
1RB---_0RC1RA_1LD1RD_1LE0LB_1RC0LD; .<B0011011011011011(011011).; 427; 134
1RB---_0RC1RB_0RD0RE_0LD1LE_1LA0LD; .<A110100(100)0.; 68; 22
1RB---_0RC1RB_0RD0LD_1LE0RB_0LA1LC; .<A010110(0110).; 89; 34
1RB---_0RC1RB_0LD1RD_1LE0RA_0RD0LB; .0011010(11010)A>.; 375; 131
1RB---_0RC1RB_1RD0RA_0LE0LC_1LC1LD; .<C101010(1010).; 63; 24
1RB---_0RC1RB_1RD0RA_1LE0LC_1LA0LD; .<A110101(01010101).; 149; 54
1RB---_0RC1RB_1RD0RE_0LE0RE_1LA1LD; .<A101010(1010).; 69; 26
1RB---_0RC1RB_1RD0RE_0LE0LE_1LA1LD; .<A101010(1010).; 59; 22
1RB---_0RC1RB_1RD0LE_1RE0RA_1LC0LE; .1011010110101(10101101011010110101)0101B>.; 1209; 424
1RB---_0RC1RB_1RD0LE_1RE0RA_1LC1LB; .1011010110101(10101101011010110101)0101B>.; 1415; 490
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC0LD; .<C101001010(0101001010)101.; 374; 134
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC0LE; .<C101001010(0101001010)101.; 374; 134
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC1LB; .<C101001010(0101001010)101.; 434; 154
1RB---_0RC1RB_1RD0LE_1LE0RA_1LC0LE; .<C101001010(0101001010)101.; 374; 134
1RB---_0RC1RB_1RD0LE_1LE0RA_1LC1LB; .<C101001010(0101001010)101.; 442; 156
1RB---_0RC1RB_1RD1RA_1LE0LD_0RB0LD; .01011(011011011)1B>.; 264; 97
1RB---_0RC1RB_1LC0RD_1RA0LE_0LD0RC; .(11001)A>.; 46; 14
1RB---_0RC1RB_1LC0RD_1RA0LE_0LD0LB; .(11001)A>.; 48; 14
1RB---_0RC1RB_1LC0LD_0RA1LE_1LC0LA; .(1)0111(011)B>.; 89; 36
1RB---_0RC1RB_1LC1RD_0RA1LE_1LD0LD; .0111(1011)B>.; 115; 44
1RB---_0RC1RB_1LC1LD_0LE1LE_1RA0RC; .1(1111)B>.; 33; 12
1RB---_0RC1RB_1LD0RA_0LE---_1LB0LB; .0011(1)001(1)B>.; 50; 16
1RB---_0RC1RB_1LD0RB_0LE1LA_1RB0LC; .<A11001001(11001001).; 270; 92
1RB---_0RC1RB_1LD0RD_0LE0LA_0RA0LC; .01001001(001001)B>.; 223; 76
1RB---_0RC1RB_1LD0RD_0LE1LA_0RA0LC; .0010(010010)11B>.; 189; 69
1RB---_0RC1RB_1LD0RE_0LE0RE_1LA1LD; .<A10101(0101).; 63; 24
1RB---_0RC1RB_1LD0RE_0LE0LE_1LA1LD; .<A10101(0101).; 53; 20
1RB---_0RC1RB_1LD0RE_1RD0LE_1RA1LD; .111001(1001)A>.; 90; 29
1RB---_0RC1RB_1LD0RE_1RE0LE_1LA1LD; .<A10101(0101).; 67; 24
1RB---_0RC1RB_1LD0LE_1LC0LA_0RA1LD; .(1)0111(011)B>.; 89; 36
1RB---_0RC1RB_1LD1RD_0LE0RA_0RA0LB; .0110101(10101)B>.; 208; 73
1RB---_0RC1RB_1LD1RD_0LE1RA_0RA0LB; .0110111(111)B>.; 124; 38
1RB---_0RC1RB_1LD1LE_0LC0RA_1RD0LE; .<E0100010000100001000(01000)100100(101)001000010101.; 1002; 238
1RB---_0RC1RC_0RD0LE_1RE1RA_1LC0LD; .011101100111011(00111011)1011001(1001)A>.; 789; 256
1RB---_0RC1RC_0RD0LE_1LD1LA_0RE0RB; .<A1111(1111).; 57; 21
1RB---_0RC1RC_1RD0RC_0LE0RE_1LA1LD; .<A101010(1010).; 67; 25
1RB---_0RC1RC_1LD0RA_0LE0LD_1RB0LB; .<B001101(100100101101)01(1111).; 587; 206
1RB---_0RC1RC_1LD0RB_0LE1LD_0RA1LA; .011010(1010)B>.; 87; 31
1RB---_0RC1RC_1LD0RB_0LE1LD_0RE1LA; .011010(1010)B>.; 97; 35
1RB---_0RC1RC_1LD0RB_0LE1LD_1RB1LA; .<A101(1111).; 63; 25
1RB---_0RC1RC_1LD0LA_0LD0LE_1RE0RB; .1111111(1111)0B>.; 162; 53
1RB---_0RC1RC_1LD0LE_0LC---_1RA1RB; .1(111)B>.; 43; 12
1RB---_0RC1RC_1LD1RE_0LE0RC_1RA0LD; .1111111(111011)A>.; 190; 69
1RB---_0RC1RD_0RD1LA_1LD1RE_1RA0LE; .111111(0111111)A>.; 231; 79
1RB---_0RC1RD_0RD1LD_0LE0LA_1LA1LC; .<A0110(110).; 113; 42
1RB---_0RC1RD_0LD0RD_1LE0RA_1RB0LE; .101101011(101101011)0A>.; 447; 153
1RB---_0RC1RD_0LD1RC_1LE0RA_1RA0LE; .11001011010100100101011010110101001001010110101101010010010101101011010100100101011(01011010100100101011010110101001001010110101101010010010101101011010100100101011)1011011010(1011011010)01001110110110111011011011101101101110110110111011011011101101101(1101101101110110110111011011011101101101110110110111011011011101101101)001001B>.; 124541; 41628
1RB---_0RC1RD_0LD1LC_1LE0RA_1RA0LE; .<E0000(0)10001(1).; 198; 64
1RB---_0RC1RD_1LA0RE_1LC0LE_1RB1LD; .<A1111(0101101011)1.; 308; 106
1RB---_0RC1RD_1LA0RE_1LE1RC_0LD0LB; .<B011111(111).; 214; 76
1RB---_0RC1RD_1LA0LA_0LE0RB_0LA1LD; .<A001010(1010).; 93; 33
1RB---_0RC1RD_1LA0LB_1LC0RE_---0LA; .<B011111(111).; 144; 45
1RB---_0RC1RD_1LA0LD_1LC0LE_0RA0RB; .<A1101010(1010).; 122; 39
1RB---_0RC1RD_1LA0LD_1LC0LE_0LB0RB; .<A11010(10)01(1).; 86; 27
1RB---_0RC1RD_1LA0LD_1LC0LE_1RD0RB; .<A11010101(010101).; 161; 52
1RB---_0RC1RD_1LA0LD_1LC0LE_1LC0RB; .<A11010(10)01(1).; 80; 25
1RB---_0RC1RD_1LA1LC_0LC0RE_1RA0LE; .<A1111(111111)0.; 122; 44
1RB---_0RC1RD_1LA1LD_1RE0LE_1LC0RB; .<A11011011011(011011011).; 275; 97
1RB---_0RC1RD_1LA1LE_1RE0RD_0LC0RC; .<A101010(1010).; 74; 25
1RB---_0RC1RD_1LC0RB_1LE0RB_1LA0LD; .<A110101(010101).; 115; 39
1RB---_0RC1RD_1LC1LA_0RA0LE_0RD0LD; .001110(1110)A>.; 114; 40
1RB---_0RC1RD_1LC1LD_0RE1RE_1RA0LE; .11111(011111)A>.; 108; 38
1RB---_0RC1RD_1LD0RA_1LE0LE_1RB1LD; .1(01001)B>.; 65; 24
1RB---_0RC1RD_1LD0RB_0RE1LE_0LA0LC; .<A0110(0110).; 60; 22
1RB---_0RC1RD_1LD0RB_1LE0RD_1LC0LA; .<A01111111(111).; 110; 37
1RB---_0RC1RD_1LD0RB_1LE0LB_0LC0LA; .<A011(1011).; 59; 21
1RB---_0RC1RE_0RD0LE_1LD1RC_1RA0LE; .111111(0111111)A>.; 231; 79
1RB---_0RC1RE_0LC1LD_1LA0LE_1RA0RC; .11111111(111)B>.; 96; 28
1RB---_0RC1RE_0LD1RA_1LB0LB_0RD1LD; .011101(1101)A>.; 162; 59
1RB---_0RC1RE_0LD1LA_1LC1LB_0RC0RD; .<B1011(11).; 86; 29
1RB---_0RC1RE_0LD1LA_1LC1LB_1RB0RD; .<B1011(11).; 82; 27
1RB---_0RC1RE_1RD0RB_1LD0LE_0LC1LA; .<A101010101(0101).; 135; 39
1RB---_0RC1RE_1RD0LB_1LE1RB_1LA0LD; .<A1101011011(011011).; 212; 69
1RB---_0RC1RE_1RD0LD_1LC1LB_0RC0RA; .<C101001010(0101001010)101.; 504; 178
1RB---_0RC1RE_1RD0LD_1LE---_0RB0LC; .0101010(1010)0C>.; 190; 74
1RB---_0RC1RE_1RD0LE_1LB1LC_0RA0LD; .<B100100100(100)010.; 179; 51
1RB---_0RC1RE_1RD1RA_1LB0LD_0RC1LD; .<B100100100(100100100)0101.; 534; 178
1RB---_0RC1RE_1RD1RA_1LB0LD_0RD1LD; .011011011(011011011011011)101A>.; 1011; 342
1RB---_0RC1RE_1RD1RA_1LE0LD_0RC0LD; .011(011011011)101A>.; 304; 110
1RB---_0RC1RE_1RD1RC_0LB0LE_1LD0RA; .<B010101(0101).; 71; 27
1RB---_0RC1RE_1RD1RD_1LE1RB_1LA0LD; .<A1101011011(011011).; 174; 57
1RB---_0RC1RE_1LB1RD_1LE1RB_1LA0LD; .<A1101011011(011011).; 186; 61
1RB---_0RC1RE_1LD0RB_0LE0RE_0RA0LC; .001011010(1101011010)0(000)110A>.; 816; 277
1RB---_0RC1RE_1LD0LA_1LB0LB_0RA0LD; .<B001(0101).; 121; 44
1RB---_0RC1RE_1LD0LA_1LB0LC_1LD0RB; .<A001010101(01010101).; 300; 104
1RB---_0RC1RE_1LD1RA_0LE0LB_1RA0LD; .111111101(101)A>.; 83; 21
1RB---_0RC1LB_1LA0RD_1RA1RE_0LC0LE; .00011001(1001)A>.; 155; 46
1RB---_0RC1LB_1LA1RD_1RA1RE_1LB0LE; .<B1000(1000).; 134; 50
1RB---_0RC1LC_0RD1LD_0LE0LA_1LA1LC; .<A0110(110).; 107; 40
1RB---_0RC1LC_0RD1LE_1LD0LA_0LB1LD; .<A0111(0111).; 137; 50
1RB---_0RC1LC_0LD1RE_1LB0LB_1RC0RA; .<B101001100110(0110).; 140; 42
1RB---_0RC1LC_0LD1RE_1LB0LB_1RD0RA; .<B10110(0110).; 65; 26
1RB---_0RC1LC_1RD0RA_1RE0LD_0LE1LB; .<B100100(100)0.; 127; 45
1RB---_0RC1LC_1RD0RE_1LE1RA_1RE0LD; .11(11)0011(1)B>.; 76; 27
1RB---_0RC1LC_1LA0LD_1RE0LB_1RE0RA; .(11110)A>.; 58; 22
1RB---_0RC1LC_1LD0RE_0LE0LB_1RA1RC; .101010101(01010101)A>.; 305; 102
1RB---_0RC1LD_0RD1RD_1LB1RE_1RA0LB; .<B110001100(01100).; 195; 51
1RB---_0RC1LD_0LC1RD_1LB1RE_1RA0LB; .<B110001(10001)0.; 252; 89
1RB---_0RC1LD_0LD0RB_0LE1RE_1RA1LC; .<C1010100(10100).; 242; 83
1RB---_0RC1LD_0LD1RD_1LB1RE_1RA0LB; .<B110001(10001)0.; 244; 87
1RB---_0RC1LD_0LD1RE_1RC1LB_1RA0LE; .<B11100011(11)0.; 147; 44
1RB---_0RC1LD_1RD0RA_1RE0LC_1LB0LE; .<B100100(100)0.; 115; 41
1RB---_0RC1LD_1RD0LA_0LB1LE_---1LB; .<B01(111)010.; 80; 32
1RB---_0RC1LD_1RD0LA_1LE0RD_0LB0LC; .1(1)0100(0)100D>.; 104; 32
1RB---_0RC1LD_1RD0LB_1LB1RE_1RA0LB; .<B110001100011(00011)1.; 327; 110
1RB---_0RC1LD_1RD1RA_1RE0LD_1LE0LC; .111011101(1101110111011101)A>.; 907; 304
1RB---_0RC1LD_1RD1RC_0LE1LE_1RA1LB; .<B1111111111(111)0.; 131; 32
1RB---_0RC1LD_1RD1RD_1LB1RE_1RA0LB; .<B110001100011(00011)1.; 293; 98
1RB---_0RC1LD_1RD1RE_1LB0LD_1RA1RB; .<B100110(110110110)01.; 387; 146
1RB---_0RC1LD_1LA0RA_0LB0RE_1RC1RD; .<B01010(1010).; 82; 27
1RB---_0RC1LD_1LA0RB_0LE1LC_1RB1LD; .1(1110011100)B>.; 369; 112
1RB---_0RC1LD_1LA0RD_0LA1LE_0RB0LB; .<A01111(01111).; 147; 51
1RB---_0RC1LD_1LA0RD_0LA1LE_0LA0LB; .<A01111(01111).; 123; 43
1RB---_0RC1LD_1LA0RE_1RE0LB_1RA0RB; .(10001)A>.; 50; 14
1RB---_0RC1LD_1LA0LA_---1LE_0LA1LB; .<A011111(111).; 93; 30
1RB---_0RC1LD_1LA0LA_---1LE_1RD1LB; .<B111(111).; 59; 22
1RB---_0RC1LD_1LA0LA_---1LE_1LB0RD; .<B111(111).; 63; 22
1RB---_0RC1LD_1LA0LA_---1LE_1LB1LB; .<B111(111).; 55; 20
1RB---_0RC1LD_1LA0LA_1RA1LE_0LD1LB; .<B111(111111).; 167; 60
1RB---_0RC1LD_1LA1RE_1RE1LD_1RA0LE; .11110111111111111111(1111)0C>.; 434; 101
1RB---_0RC1LD_1LB1RC_0LE0RD_0LA0LB; .<A001111(111111).; 191; 65
1RB---_0RC1LD_1LB1RD_1LB1RE_1RA0LB; .<B110001100011(00011)1.; 303; 100
1RB---_0RC1LD_1LD0LA_1RD1LE_---1LB; .<B1111(111).; 70; 26
1RB---_0RC1LD_1LD0LA_1LB0LE_---0RC; .<B1111(111).; 64; 24
1RB---_0RC1LD_1LD0LA_1LB1LE_---0RB; .<B1111(111).; 64; 24
1RB---_0RC1LD_1LD0LA_1LB1LE_---1LB; .<B1111(111).; 58; 22
1RB---_0RC1LD_1LD1RE_1LB0LD_1RA1RB; .<B10011011(011)1(1).; 175; 66
1RB---_0RC1LD_1LD1RE_1LB0LE_1RA0LE; .1111(1111)0C>.; 119; 41
1RB---_0RC1LE_0RD0LA_0RE1LB_1LA0LD; .<B10111(0111).; 121; 43
1RB---_0RC1LE_0RD0LA_1LD1LB_---1LD; .<B1111(111).; 61; 23
1RB---_0RC1LE_0RD0LE_1LD1LB_0LA1LD; .<A00111(111).; 102; 36
1RB---_0RC1LE_0RD1RB_1LD1RE_1RA0LE; .11011(11011)01B>.; 250; 85
1RB---_0RC1LE_0RD1LA_1LB0LA_0LB0LD; .<B01101(0101101).; 230; 83
1RB---_0RC1LE_0RD1LD_0LE0LA_1LA1LC; .<A1011(011011)10.; 181; 65
1RB---_0RC1LE_0LD0RC_0LE0LB_1RA1LD; .<B01(1101)00100.; 97; 26
1RB---_0RC1LE_0LD0LA_1RE1LB_1RC1LD; .<B1111(111)0.; 76; 28
1RB---_0RC1LE_0LD1RA_1LB0LD_1LC1RD; .<B10010010010010(010).; 245; 45
1RB---_0RC1LE_1RD0RE_1LB1RD_0LB0LA; .<B0101(0101)1.; 78; 28
1RB---_0RC1LE_1RD0LA_1LB0RA_0LB0LE; .<B01001(01001)1.; 147; 53
1RB---_0RC1LE_1LB0RD_1RC1RD_1LA0LC; .(0)1001(011)C>.; 58; 24
1RB---_0RC1LE_1LC0LD_1RA0LE_---0RC; .1(111)B>.; 47; 18
1RB---_0RC1LE_1LD0RB_1LD1LB_0LA0LB; .<A01010111111(0111111).; 395; 133
1RB---_0RC1LE_1LD0RE_0LE0LB_1LA1RC; .<A10111(111111).; 125; 47
1RB---_0RC1LE_1LD0RE_1RC1LB_0LC0LA; .<B1101110(1110).; 102; 37
1RB---_0LB0RC_0RD0LD_1LE0RE_1LA1LC; .<A110110(0110).; 126; 42
1RB---_0LB0RC_1RD0LE_1LE0RA_1LC1RE; .1010101010(1010)010(010)1B>.; 321; 103
1RB---_0LB0RC_1RD1LE_1LC0RA_0RE0LD; .<C101(0101).; 57; 20
1RB---_0LB0RC_1LD0RD_1LE1RA_1LA1LB; .<A111(0111).; 48; 18
1RB---_0LB0RC_1LD0LD_1RE0LC_0RA1RC; .10111011(10111011)0A>.; 273; 93
1RB---_0LB0RC_1LD0LE_0RD1RE_1LC0RA; .<C101(0101).; 51; 18
1RB---_0LB0LC_1RD0LD_1RE1RA_1LB0RC; .11011(011011)A>.; 192; 68
1RB---_0LB0LC_1LD0RE_0RE0LA_1RC1RD; .0101(0101)C>.; 66; 23
1RB---_0LB0LC_1LD1LC_0RE0LE_1RA1RD; .(0101)A>.; 30; 10
1RB---_0LB1RC_0RD0RA_1RE0LE_1LD1LB; .<D101001010(0101001010)101.; 576; 202
1RB---_0LB1RC_0RD0LE_1RE1RA_1LC0LE; .011(011011011)101A>.; 384; 134
1RB---_0LB1RC_1RD0RE_0LE0LC_0RA1LD; .011001(1001)B>.; 91; 32
1RB---_0LB1RC_1LD0LC_1RE1RD_1LC0RA; .<C00010001000100(0100)1.; 283; 80
1RB---_0LB1RC_1LD0LE_1LA0LE_1LC0RA; .<A11101101(101)01(1).; 122; 40
1RB---_0LB1RC_1LD1RE_0RE0LC_0RB0RA; .0010110(110)B>.; 165; 59
1RB---_0LB1LC_1RC0RD_1RA1RE_1LE1LB; .<C10011(11).; 78; 25
1RB---_0LB1LC_1RD0LD_1LB0RE_1RC1RA; .1000001101(10001101)A>.; 316; 110
1RB---_0LB1LC_1LD0RB_1RE0LC_0RA1RE; .111(1111)0A>.; 74; 26
1RB---_0LC---_1RC0RD_1RE0RE_1LE0LB; .<C001(111).; 75; 25
1RB---_0LC---_1RD0LD_0RE0RB_1LB1RC; .1011101011(101011101011)0B>.; 871; 296
1RB---_0LC0RA_0LE0RD_1RE0LB_1LD1RE; .0100010100101010(01010100101010)A>.; 838; 285
1RB---_0LC0RA_0LE1RD_1LC0RD_1RA0LD; .11010101010(1010)A>.; 195; 59
1RB---_0LC0RA_0LE1RD_1LC0RD_1RE0LB; .110(0)11010(10)A>.; 147; 45
1RB---_0LC0RA_1RC1LD_0RE0LB_1LC0RE; .(1010)A>.; 56; 19
1RB---_0LC0RA_1RD1RC_1LE0LB_1RC0LD; .0101010(101010)A>.; 207; 71
1RB---_0LC0RA_1RD1LC_1RA1RE_0RC0LE; .(011111)11011A>.; 148; 46
1RB---_0LC0RA_1RE0LD_1RC1LE_1LC0LB; .01010(1010)A>.; 84; 30
1RB---_0LC0RA_1RE1LD_1LE0RE_1RE0LB; .(11)0101B>.; 42; 15
1RB---_0LC0RA_1RE1LD_1LE0LB_1RC0LE; .111(11)0101B>.; 80; 27
1RB---_0LC0RA_1LE0RD_1RC0RC_1RB0LB; .1(01)1001010(0101010)A>.; 324; 117
1RB---_0LC0RA_1LE0RD_1LB---_1RB0LB; .(1010)A>.; 30; 11
1RB---_0LC0RA_1LE0RD_1LB0RA_1RD0LB; .(1010)A>.; 30; 11
1RB---_0LC0RB_0RA1LD_1LE0LD_1RE1RC; .<D001010(10)0010(10).; 213; 72
1RB---_0LC0RB_0LE1RD_1LD0RE_1RA1LC; .1(0101)10B>.; 102; 38
1RB---_0LC0RB_0LE1RD_1LD0LB_1RE0RA; .(11110)A>.; 50; 13
1RB---_0LC0RB_0LE1LD_0LB1LB_1RE0RA; .10101(010101)11101B>.; 883; 308
1RB---_0LC0RB_1RA1RD_1LE0LD_1LA1LD; .<A1111(011011011011).; 259; 84
1RB---_0LC0RB_1RA1LD_0RD1LE_1LB0LA; .<A011011(011)10(1110).; 258; 94
1RB---_0LC0RB_1RA1LD_0RE1LE_1LB0RC; .<B11101110(1110).; 92; 29
1RB---_0LC0RB_1RA1LD_0RE1LE_1LB1RC; .<B11110(111011101110).; 514; 172
1RB---_0LC0RB_1RA1LD_0LB1LE_1LB1LC; .<B1110(1110)011110(1110).; 214; 78
1RB---_0LC0RB_1RA1LD_0LE1LE_0LC1LC; .11011011011011(011)B>.; 162; 45
1RB---_0LC0RB_1RA1LD_0LE1LE_1LB1RC; .<B11111011101110(111011101110).; 839; 292
1RB---_0LC0RB_1RA1LD_1RE1LE_1LB0RC; .<B11101110(1110).; 103; 29
1RB---_0LC0RB_1RA1LD_1RE1LE_1LB1RC; .<B111110(111011101110).; 517; 172
1RB---_0LC0RB_1RA1LD_1LA0LE_1LB1LE; .<B1010111010(111010111010).; 768; 274
1RB---_0LC0RB_1RA1LD_1LA1LE_0LD1LB; .<A10110110110110110(110110).; 564; 159
1RB---_0LC0RB_1RA1LD_1LB1LE_0RC0LA; .<A011011(011)10(1110).; 288; 104
1RB---_0LC0RB_1RA1LD_1LB1LE_1LB0LA; .<A011011(011)10(1110).; 252; 92
1RB---_0LC0RB_1RA1LD_1LE1RE_1LB1LC; .<B11111011110(11110111101111011110).; 1431; 476
1RB---_0LC0RB_1RA1LD_1LE1LD_1LB1LC; .<B11111011110(11110111101111011110).; 1217; 406
1RB---_0LC0RB_1RD1LC_0RE0LD_1LD1RA; .011101(1101)A>.; 133; 43
1RB---_0LC0RB_1RD1LC_1RA1LE_0LB0RD; .111001110011(10011)A>.; 182; 54
1RB---_0LC0RB_1RE0LD_0LB0RE_1LD1RA; .01101101(101)A>.; 153; 44
1RB---_0LC0RB_1RE0LD_1LC0LC_0RD0RA; .101110(1110)A>.; 90; 30
1RB---_0LC0RB_1RE0LD_1LC0LD_0RD0RA; .101110(1110)A>.; 90; 30
1RB---_0LC0RB_1RE0LD_1LC1RB_0RD0RA; .101110(1110)A>.; 102; 34
1RB---_0LC0RB_1RE1LD_0LB0RE_1RA1LC; .111001110011(10011)A>.; 226; 66
1RB---_0LC0RB_1RE1LD_0LB1RE_1RA1LC; .111001110011(10011)A>.; 184; 54
1RB---_0LC0RB_1RE1LD_0LB1LC_1RA0RB; .(1001110011)A>.; 164; 51
1RB---_0LC0RB_1RE1LD_0LB1LC_1RA1RC; .11111(1001110011)A>.; 228; 78
1RB---_0LC0RB_1RE1LD_0LB1LC_1RA1LC; .11111(1001110011)A>.; 224; 76
1RB---_0LC0RB_1LD1LB_0LE1LC_1RE0RA; .<B111110(111110).; 167; 61
1RB---_0LC0RB_1LD1LC_1RE0LB_0RA1RE; .<C(11)0010110.; 46; 14
1RB---_0LC0RB_1LE0RD_1LB0RA_1RD0LA; .<A010111(10110111)01.; 361; 124
1RB---_0LC0RC_0RD0LD_1RA1LE_1LA1LC; .<A1110(110)00.; 89; 30
1RB---_0LC0RC_0RD0LD_1LE0RE_1LA1LC; .<A110110(0110).; 125; 42
1RB---_0LC0RC_0RE1LD_0LB1LA_1RA0LA; .011001(1001)A>.; 109; 42
1RB---_0LC0RC_1RA0LD_1LE1LB_1LA0RE; .<A1100(100).; 47; 20
1RB---_0LC0RC_1RA1LD_0RD0RE_1LB0LE; .<B100100(100).; 78; 26
1RB---_0LC0RC_1RD0LD_0RE0RB_1LB1RA; .1011010(010010010010)B>.; 605; 154
1RB---_0LC0RC_1RD0LD_0RE1RB_1LB1RA; .<C010100101(00101).; 142; 42
1RB---_0LC0RC_1RD1LA_1LE0RD_0RB1LB; .1(1)01000(00)C>.; 62; 21
1RB---_0LC0RC_1RD1LB_0RE1RA_1LE1LA; .<C01010101010101(0101).; 287; 73
1RB---_0LC0RC_1RD1LB_1RE1RA_1LC1RC; .<C01010101010101(0101).; 241; 59
1RB---_0LC0RC_1RD1LC_0RE0LD_1RA0RB; .0110101(0101)A>.; 136; 45
1RB---_0LC0RC_1RD1LC_0RE0LD_1RA1RD; .0110101(0101)A>.; 124; 41
1RB---_0LC0RC_1RD1LC_1RE1LE_0RA0LE; .0101(0101)10A>.; 224; 82
1RB---_0LC0RC_1RD1LD_1RE0LD_0RA1RA; .111101101011110110101111011(0101111011)110110A>.; 1621; 424
1RB---_0LC0RC_1RE0RD_1LB0LE_1LC1RA; .111111(111)B>.; 120; 43
1RB---_0LC0RC_1RE0LD_1LC1RD_0RD0RA; .10101(01010101)10A>.; 213; 78
1RB---_0LC0RC_1RE0LD_1LC1RD_1RA0RA; .10101(01010101)1A>.; 206; 76
1RB---_0LC0RC_1RE0LD_1LC1RD_1RD0RA; .10101010101(01010101)B>.; 301; 104
1RB---_0LC0RC_1RE0LD_1LC1RD_1LD0RA; .10101010101(01010101)B>.; 307; 106
1RB---_0LC0RC_1RE1RD_1LE0RA_1LB0LE; .<C0101(1101).; 71; 27
1RB---_0LC0RC_1RE1LD_0RB0LB_1RA0LE; .111011(1011)A>.; 115; 38
1RB---_0LC0RC_1RE1LD_0RD0LB_1RA0LE; .111011(1011)A>.; 116; 38
1RB---_0LC0RC_1RE1LD_0RE0LB_1RA0LE; .111011(1011)A>.; 105; 38
1RB---_0LC0RC_1RE1LD_0LB---_0RA0RD; .101010(1010)A>.; 89; 34
1RB---_0LC0RC_1RE1LD_0LB---_0RA0LC; .101010(1010)A>.; 79; 30
1RB---_0LC0RC_1RE1LD_0LB---_0RA0LE; .101010(1010)A>.; 99; 38
1RB---_0LC0RC_1RE1LD_0LB0RC_1RA0RD; .111011(1011)A>.; 99; 38
1RB---_0LC0RC_1RE1LD_0LB0RC_1RA0LC; .111011(1011)A>.; 89; 34
1RB---_0LC0RC_1RE1LD_0LB0RC_1RA0LE; .111011(1011)A>.; 119; 46
1RB---_0LC0RC_1RE1LD_0LB0LB_1RA0RD; .111011(1011)A>.; 89; 34
1RB---_0LC0RC_1RE1LD_0LB0LB_1RA0LC; .111011(1011)A>.; 79; 30
1RB---_0LC0RC_1RE1LD_0LB0LB_1RA0LE; .111011(1011)A>.; 99; 38
1RB---_0LC0RC_1RE1LD_0LB0LE_0RA0LD; .101010(1010)A>.; 99; 38
1RB---_0LC0RC_1RE1LD_0LB1RB_0RA0LD; .101010(1010)A>.; 89; 34
1RB---_0LC0RC_1RE1LD_0LB1LD_0RA0LD; .101010(1010)A>.; 79; 30
1RB---_0LC0RC_1RE1LD_0LE0RE_0RA0LA; .01010(1010)A>.; 69; 25
1RB---_0LC0RC_1RE1LD_1RC0LB_0RA0LC; .101010(1010)A>.; 101; 38
